Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,TotalSamples,Negative,Positive
1.0,2020-01-30,6:00 PM,Kerala,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2020-01-31,6:00 PM,Kerala,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2020-02-01,6:00 PM,Kerala,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2020-02-02,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2020-02-03,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2020-02-04,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2020-02-05,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2020-02-06,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2020-02-07,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2020-02-08,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2020-02-09,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2020-02-10,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2020-02-11,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2020-02-12,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2020-02-13,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2020-02-14,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,2020-02-15,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,2020-02-16,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,2020-02-17,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,2020-02-18,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,2020-02-19,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,2020-02-20,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,2020-02-21,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,2020-02-22,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,2020-02-23,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,2020-02-24,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,2020-02-25,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,2020-02-26,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,2020-02-27,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,2020-02-28,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,2020-02-29,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,2020-03-01,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,2020-03-02,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,2020-03-02,6:00 PM,Kerala,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,2020-03-02,6:00 PM,Delhi,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,2020-03-03,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,2020-03-03,6:00 PM,Rajasthan,0,1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,2020-03-03,6:00 PM,Kerala,3,0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,2020-03-03,6:00 PM,Delhi,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,2020-03-04,6:00 PM,Uttar Pradesh,6,0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,2020-03-04,6:00 PM,Kerala,3,0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,2020-03-04,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,2020-03-04,6:00 PM,Delhi,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,2020-03-04,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,2020-03-04,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,2020-03-05,6:00 PM,Delhi,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,2020-03-05,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,2020-03-05,6:00 PM,Kerala,3,0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,2020-03-05,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,2020-03-05,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,2020-03-05,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,2020-03-06,6:00 PM,Delhi,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,2020-03-06,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,2020-03-06,6:00 PM,Kerala,3,0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,2020-03-06,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,2020-03-06,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,2020-03-06,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,2020-03-07,6:00 PM,Kerala,3,0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,2020-03-07,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,2020-03-07,6:00 PM,Ladakh,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,2020-03-07,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,2020-03-07,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,2020-03-07,6:00 PM,Delhi,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,2020-03-07,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,2020-03-07,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,2020-03-08,6:00 PM,Ladakh,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,2020-03-08,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,2020-03-08,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,2020-03-08,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,2020-03-08,6:00 PM,Kerala,8,0,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,2020-03-08,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,2020-03-08,6:00 PM,Delhi,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,2020-03-08,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,2020-03-09,6:00 PM,Ladakh,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,2020-03-09,6:00 PM,Karnataka,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,2020-03-09,6:00 PM,Kerala,9,0,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,2020-03-09,6:00 PM,Maharashtra,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,2020-03-09,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,2020-03-09,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,2020-03-09,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,2020-03-09,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,2020-03-09,6:00 PM,Jammu and Kashmir,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,2020-03-09,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,2020-03-09,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,2020-03-09,6:00 PM,Delhi,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,2020-03-10,6:00 PM,Uttar Pradesh,7,0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,2020-03-10,6:00 PM,Ladakh,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,2020-03-10,6:00 PM,Delhi,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,2020-03-10,6:00 PM,Haryana,0,2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,2020-03-10,6:00 PM,Karnataka,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,2020-03-10,6:00 PM,Kerala,15,0,3.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,2020-03-10,6:00 PM,Maharashtra,5,0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,2020-03-10,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,2020-03-10,6:00 PM,Rajasthan,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,2020-03-10,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,2020-03-10,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,2020-03-10,6:00 PM,Jammu and Kashmir,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,2020-03-11,6:00 PM,Maharashtra,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,2020-03-11,6:00 PM,Delhi,5,0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,2020-03-11,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,2020-03-11,6:00 PM,Kerala,17,0,3.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,2020-03-11,6:00 PM,Rajasthan,1,2,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,2020-03-11,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,2020-03-11,6:00 PM,Uttar Pradesh,9,0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,2020-03-11,6:00 PM,Ladakh,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,2020-03-11,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,2020-03-11,6:00 PM,Jammu and Kashmir,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,2020-03-11,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,2020-03-11,6:00 PM,Karnataka,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,2020-03-12,6:00 PM,Delhi,6,0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,2020-03-12,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,2020-03-12,6:00 PM,Kerala,17,0,3.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,2020-03-12,6:00 PM,Rajasthan,1,2,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,2020-03-12,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,2020-03-12,6:00 PM,Uttar Pradesh,10,1,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,2020-03-12,6:00 PM,Ladakh,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,2020-03-12,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,2020-03-12,6:00 PM,Jammu and Kashmir,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,2020-03-12,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,2020-03-12,6:00 PM,Karnataka,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,2020-03-12,6:00 PM,Maharashtra,11,0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,2020-03-12,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,2020-03-13,6:00 PM,Delhi,6,0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,2020-03-13,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,2020-03-13,6:00 PM,Kerala,19,0,3.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,2020-03-13,6:00 PM,Rajasthan,1,2,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,2020-03-13,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,2020-03-13,6:00 PM,Uttar Pradesh,10,1,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,2020-03-13,6:00 PM,Ladakh,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,2020-03-13,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,2020-03-13,6:00 PM,Jammu and Kashmir,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,2020-03-13,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,2020-03-13,6:00 PM,Karnataka,6,0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,2020-03-13,6:00 PM,Maharashtra,14,0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,2020-03-13,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,2020-03-14,6:00 PM,Delhi,7,0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,2020-03-14,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,2020-03-14,6:00 PM,Kerala,19,0,3.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,2020-03-14,6:00 PM,Rajasthan,1,2,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,2020-03-14,6:00 PM,Telengana,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,2020-03-14,6:00 PM,Uttar Pradesh,11,1,5.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,2020-03-14,6:00 PM,Ladakh,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,2020-03-14,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,2020-03-14,6:00 PM,Jammu and Kashmir,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,2020-03-14,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,2020-03-14,6:00 PM,Karnataka,6,0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,2020-03-14,6:00 PM,Maharashtra,14,0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,2020-03-14,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,2020-03-15,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,2020-03-15,6:00 PM,Delhi,7,0,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,2020-03-15,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,2020-03-15,6:00 PM,Karnataka,6,0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,2020-03-15,6:00 PM,Kerala,22,0,3.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,2020-03-15,6:00 PM,Maharashtra,32,0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,2020-03-15,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,2020-03-15,6:00 PM,Rajasthan,2,2,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,2020-03-15,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,2020-03-15,6:00 PM,Telengana,3,0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,2020-03-15,6:00 PM,Jammu and Kashmir,2,0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,2020-03-15,6:00 PM,Ladakh,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,2020-03-15,6:00 PM,Uttar Pradesh,12,1,4.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,2020-03-15,6:00 PM,Uttarakhand,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,2020-03-16,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,2020-03-16,6:00 PM,Delhi,7,0,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,2020-03-16,6:00 PM,Haryana,0,14,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,2020-03-16,6:00 PM,Karnataka,6,0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,2020-03-16,6:00 PM,Kerala,23,0,3.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,2020-03-16,6:00 PM,Maharashtra,32,0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,2020-03-16,6:00 PM,Odisha,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,2020-03-16,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,2020-03-16,6:00 PM,Rajasthan,2,2,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,2020-03-16,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,2020-03-16,6:00 PM,Telengana,3,0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,2020-03-16,6:00 PM,Jammu and Kashmir,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,2020-03-16,6:00 PM,Ladakh,4,0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,2020-03-16,6:00 PM,Uttar Pradesh,12,1,4.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,2020-03-16,6:00 PM,Uttarakhand,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,2020-03-17,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,2020-03-17,6:00 PM,Delhi,8,0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,2020-03-17,6:00 PM,Haryana,1,14,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,2020-03-17,6:00 PM,Karnataka,11,0,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,2020-03-17,6:00 PM,Kerala,24,2,3.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,2020-03-17,6:00 PM,Maharashtra,36,3,0.0,1.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,2020-03-17,6:00 PM,Odisha,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,2020-03-17,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,2020-03-17,6:00 PM,Rajasthan,2,2,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,2020-03-17,6:00 PM,Tamil Nadu,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,2020-03-17,6:00 PM,Telengana,3,2,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,2020-03-17,6:00 PM,Jammu and Kashmir,3,0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,2020-03-17,6:00 PM,Ladakh,6,0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,2020-03-17,6:00 PM,Uttar Pradesh,14,1,5.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,2020-03-17,6:00 PM,Uttarakhand,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,2020-03-18,6:00 PM,Andhra Pradesh,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,2020-03-18,6:00 PM,Delhi,9,1,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,2020-03-18,6:00 PM,Haryana,3,14,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,2020-03-18,6:00 PM,Karnataka,11,0,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,2020-03-18,6:00 PM,Kerala,25,2,3.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,2020-03-18,6:00 PM,Maharashtra,39,3,0.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,2020-03-18,6:00 PM,Odisha,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,2020-03-18,6:00 PM,Puducherry,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,2020-03-18,6:00 PM,Punjab,1,0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,2020-03-18,6:00 PM,Rajasthan,2,2,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
